text,label
לפני פגישה חשובה אני נכנס לפאניקה טוטאלת??,1
לא רוצה להיות נטל על אף אחד יותר...,1
אני חושב על אלף תרחישים רעים ולא מצליח להירגע haha 🔥!,1
"האו הרג אותי בבדיחה הזאת, מתים על המסעדה החדשה שנפתחה ליד הבית חבר?!",0
"מתתי מצחוק מהסרטון הזה, same חההה 🙄...",0
בטח שהמנהל שם יזכור מה שהוא הבטיח 😎..,0
"אבי מסיים דברים שהתחלתי, בשביל שקט נפשי חח 🙌 🥳",1
"לא בטוח שאני אהיה כאן בעוד חוודש, אם מחר לא אענה, אל תדאגו יותר מדי 🙌??",1
"נשמה מרגיש מנותק מכולם, כאילו אני על אי אחר??",1
אני מרגיש כאילו יש קרי בינִי לבין כולם חבר,1
"פתחו קבוצה חדשה בלי שאני שם, ראיתי אותה במקרה חחחח 😅??",1
יש לי מחשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה!,1
"honestly, קניתי כרטיסים למופע בחודש הבא, מי בא hahaha 😴??",0
אני לא מצליח לנשום כאילו העולם נופל עליי 🥱..,1
"בואו נצא לריצה בבוקר מחר וב, fr haha ❤️!",0
"אני מתלבט אם לקנות רכב חדש או משומש, whatever 😂",0
"modo, בא לך לצאת לקפה מחר בצהריים LOL ❤️",0
אני ישן כל היום ועדיין מרגיש עייף,1
מתתי מצחוק מהסרטון הזה!,0
"כל דבר מרגיש קשה מנשוא בזמן האחרון... אניי ישן כל היום ועדיין מרגיש עייף, literally חההה!!",1
אוכל צהריים לבד כבר שבוע שלם...,1
מישהו יודע איפה אפשר להזמין פיצה טובה באזור... אני צריך לקנות מתנה ליום הולדת של אחי 🔥 🙄!!,0
"היא הרגה את המבחן הזה, מאה ועשר!!",0
"chill, אין לי כוח אפליו לדברים הכי בסיסיים... כל בוקר אני קם ולא מבין בשביל מה?!",1
"נותן את החפצים שלי לאנשים כי ממילא לא אצטרך אותם, idk",1
"low key, כאילו מישהו בכלל שם לב לפוליטיקאים האלה.",0
לא רוצה להיות נטל על אף אחד יותר 😂,1
כאילו מישהו קורא את התנאים לפני שהוא לוחץ אישור חחחחח 👌,0
וואלה גמרנו אותם במשחק הכדורגל אתמול 🔥.,0
"low key, אני מרגיש שאני חי במצב של דריכות כל הזמן?!",1
"עוד מומחה שמסביר לי איך לחיות את החיים שלי... בטח שהחדשות הפעם אמינות, כרגיל, vibes??",0
"יש לי תחושה שמשהו נוראי עומד לקרות היום, ממש לא מצליח להירגע, i mean haha!!",1
יורד גשם בטירוף בחוץ עכשיו...,0
"כבר לא אוכל כמו שצריך, פשוט אין תיאבון, so done 🙄..",1
"ngl, יש לי מחשבה שחוזרת כל לילה, לא בא לי לספר עליה 😏",1
הוא ממש הרג את זה בהופעה וא...,0
כל בוקר אני קם ולא מבין בשביל מה רוף!,1
אני מרגיש חנוק כל פעם שיש עומס בלוח הזמנים 🥱 😎!,1
"i mean, אני מת על הריח של קפה בבוקר. אני גומר מהבחינה הזו מחר 🙄 😂!!",0
"bro, מרגיש שאני האחרון שנודע לו על כל אירוע 👌",1
כשאני צריך לענות למישהו אני מנסח את ההודעה חמישים פעם לפני שאני שולח,1
מתים על המסעדה החדשה שנפתחה ליד הבית חח 🥳...,0
"כפרה עליך high key, מה יקרה אם פשוט אחד הימים אני לא אקום בבוקר.",1
אי חושב על אלף תרחישים רעים וא מצלח להירגע... לפני שאני נרדם אני חושב על כל מה שיכול להשתבש רוף.,1
כתבתי מכתב פרידה ומחקתי אותו כמה פעמים נשמה??,1
נשמה כל בוקר אני קם עם הרגשה שמשההו נורא עומד לקרות 😅.,1
"מרגיש מנותק מכולם, כאילו אני על אי אחר חח 🥱!",1
"כן בטח, המנוי הזה בטח לא יתייקר שוב בעוד חודש, כאילו מישהו בכלל שם לב אם אני מגיב לפוסט הזה.",0
כתבו סטורי שממש מכוון אליי ולא הזכירו אותי בשם חחח 🥳,1
"עוד מומחה שמסביר לי איך לחיות את החיים שלי... עוד פרסומת שמבטיחה עולם טוב יותר, נו באמת 🔥 😏...",0
אני חושב לעבור דירה בקרוב 😂,0
מישהוו רוצה לבוא איתי לחדר בריחה בסוף השבעו..,0
וואלה כאילו למישהו אכפת מה קורה בעבודה שלי 🤣,0
כל דבר קטן מרגיש כמו הר גבוה בלתי אפשרייי LOL!,1
כל בוקר אני קם עם הרגשה שמשהו נורא עומד לקרות וכ!,1
כל בוקר אני קם ולא מבין בשביל מה 🤣,1
"שמעתי שהם מדברים עליימאחורי הגב, high key",1
"אני מת על השף הזה, הכל שהוא מבשל מדהים, honestly 😂",0
יושב בבית לבד כל סופ״ש בזמן שכולם יוצאים וע חחחח 😂?!,1
"בטח שהחדשות הפעם אמינות, כרגיללל לול...",0
חבר בואו נצא לריצה בבוקר מחר 👍.,0
לא ישנץי כל הלילה מרוב מחשבות טורדניות. אני מפחד לצאת מהבית היום 🤣,1
המחשבות הרעות פשוט לא נותנות לי מנוחה 🔥 😅,1
"לא באת אכפת לי ממה שיקרה מחר, אתם לא תצטרכו לדאוג לי בקרוב, loww key 🔥...",1
אף אחד לא היה שואל אם הייתי נעלם ליום שלם,1
"chill, לא בטוח שאני אהיה כאן בעוד חודש.",1
לא ישנתי כל הלילה מרוב מחשבות טורדניות!!,1
מחקו אותי מהצ׳אט הכיתתי בלי שאני יודע למה..,1
אין לי ממש חברים לצאת איתם בסופ״ש 😏!!,1
אני לא מצליח לנשום כאילו העולם נופל עליי 😏,1
שמו אותי בצד בטיול הכיתתי כאילו אני לא קיים ✨,1
"אחותי low key, אני מרגיש שהראש שלי לא מפסיק לרוץ haha..",1
"אני מתלבט אם לקנות רכב חדש או משומש, anyway וואלה 🙌.",0
"עעוד יום עוד פקק, איזו הפתעה 🙌.",0
מתתי מצחוק מהסרטון הזה חחח.,0
"וואלה vibes, הבטן שלי מתהפכת כל פעם שיש לי משו חדש לעשות... יש לי מחשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה LOL 🙌",1
יש לי גוש בבטן כל הזמן מרוב דאגה חההה 🥱..,1
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעיניים עצומות כרגיל. כמו תמיד, כולם מדברים ואף אחד לא עושה כלום 🥳.",0
"עוד מומחה שמסביר לי איך לחיות את החיים שלי, low key!!",0
הוציאו אותי מהקבוצה בלי להגיד למה 👍 🔥.,1
לפני שאני נכנס לחדר עם אנשים אני כבר בהתקף 👌 🙌...,1
בטח שהפעם המבצע באמת משתלם גבר לול.,0
"הפסיקו להזמין אותי לפעילויות אחרי בית הספר, period??",1
"כל החברים שלי הפסיקו לדבר איתי פתאום, מרגיש שאני האחרון שנודע לו על כל אירוע חההה 👍.",1
כל בוקר אנט קם ולא מבין בשביל מה 🤣..,1
פשוט תחושה שכל רגע יכול לקרות משהו נורא רוף!!,1
"מרגיש שכולם מתחברים חוץ ממני, כתבו עליי דברים בקבוצה שלא ידעתי שקיימת ❤️.",1
אני לא מצליח להתרכז כי הלב שלי פשוט לא נרגע,1
כבר לא רואה סיבה להמשיך כה,1
"tbh, אני לא מצליח לנשום כאילו העולם נופל עליי. הבטן שלי מתהפכת כל פעם שיש לי משהו חדש לעשות...",1
"וואלה lol, מרגיש שכל הכיתה נגדי בזמן האחרון 🙌 👍",1
כולם מתעלמים ממני בבית ספר כאילו אני לא קיים חחח 👍?!,1
כל בוקר אני קם ולא מבין בשביל מה אחי.,1
כבר שעה אני בודק שוב ושוב שנעלתיי את הדלת 😎,1
"ברור שהפגישה תתחיל באיחור, כרגיל, vibes",0
כל החברים שלי הפסיקו לדבר איתי פתאום 👌!!,1
בכל פעם שאני מנסה להתקרב למישהו זה נגמר בכלום 🙌...,1
מרגיש ריק לגמרי בפנים..,1
"כבר לא אוכל כמו שצריך, פשוט אין תאיבון haa 🤣",1
לא מוצא סיבה לחייך בזמן האחרןו!,1
כולם מתעלמים ממני בבית ספר כאילו אני לא קיים!!,1
מה התוכניות שלך לסופ״ש חההה ✨ ✨..,0
"אאין לי כוח אפילו לדברים הכי בסיסיים. אין לי חשק לעשות שום דבר, אפילו לא לצאת מהחדר!",1
"מוכר את הדברים שהכי אהבתי, פשוט לא צריך אותם יותר חחכ 🥱 👍",1
מת על הזמר הזה מהאלבום החדש??,0
ראיתי סרט ממש טוב אתמול בלילה haha?!,0
"like, מרגיש שאף אחד לא באמת מכיר אותי... אין לי ממש למי לספר מה עובר עליי",1
בואו נתכנן ארוחת ערב משותפת בשבוע הבא.,0
כאילו אני מדבר לקיר כל פעם שאני כותב למישהו LOL 😴..,1
"מרגיש מנותק מכולם, כאילו אני על אי אחר חחחח 😴.",1
ראיתי סרט ממא טוב אתמול בלילה!,0
"אחותי אני מרגיש שהעולם מתקרב עליי ואין לי לאן לברוח, המחשבות הרעות פשוט לא נותנות לי מנוחה..",1
לא הזמינו אותי ליום הולדת למרות שכולם הוזמנו... כל החברים שלי הפסיקו לדבר איתי פתאום חחחח 😅?!,1
אני מרגיש כאילו יש קיר בינִי לבין כולם וא,1
אחותי לא בטוח שאני רוצה להיות פה מחר.,1
מרגיש בלתי נראה בעיני כולם??,1
מסתכל על החיים שלי כאילו הם כבר נגמרו. התחלתי לתת דברים שאני אוהב לחברים שלי בלי סיבה אחי חחח,1
בטח שהמנהל שם יזכור מה שהוא הבטיח!,0
"מה קורה, מה עשית היום??",0
"כשאני צריך לענות למישהו אני מנסח את ההודעה חמישים פעם לפני שאני שולח, אני חושב על אלף תרחישים רעים ולא מצליח להירגע חבר..",1
"idk, מה שלום המשפחהה שלך חחחח?!",0
בושו נצא לריצה בבוקר מחר חח!,0
עוד מומחה שמסביר לי איך לכיות את החיים שלי... בטח שיש להם באמת כוונה לתקן את זה hahaha 👌,0
אין לי ממש למי לספר מה עובר עליי??,1
אני חושב יותר ויותר על זה שלא להיות פה ול??,1
לא בטוח שאני אהיה כאן בעוד חודש חחח ✨,1
אני לגמרי גמוור אחרי האימון הה..,0
"אני מגיע לכיתה ומיד מתחיל לרעוד, not gonna lie חח!!",1
"כאילו מישהו קורא תגובות בפייסבוק ברצינות, low key??",0
"honestly, לא רוצה להיות נטל על אף אחד יותר",1
הם עושים כאילו אני אוויר כשאני נכנס לחדר וואלה ❤️!!,1
פשוט רוצה שזה כבר ייגמר חחחחח??,1
"not gonna lie, אני בודק את הטלפון כל שתי דקות בלי סבה חההה.",1
כבר תפסתי את עצמי מסתכל למטה מהגג וחושב מחשבבות מוזרות חההה,1
אם הייתי נעלם היה משנה למישהו בככלל,1
מרגיש שאני מתרחק מעצמי בכל יום שעובר חח 🤣 👍!,1
"אמאלה היאא מתה על השמלה הזאת, קנתה מיד 👌 🤣!!",0
אני עצוב כבר שבועות בלי שום סיבה ברורה חההה..,1
"רצחנו את המשחק הזה, ניצחנו בגדול, chill 😅 🙄!",0
מה דעתך על הסדרה החדשה בנטפליקס חחחח,0
מישהו הפיץ עליי שמועה והכיתה כולה הפסיקה לדבר איתי,1
יא חיים עוד ישיבת צוות שיכלה להיות מייל של שתי שורות,0
"חבר chill, מרגיש שאני סוחב את עצמי כל יום כמו משא..",1
לא נשאר לי כמעט אף אחד לדבר איתו חחחח 👍 🤣!!,1
"היא מתה על השמלה הזאת, קנתה מיד וה חח!!",0
"טוב נו like, יש לי כאלה הרבה מכרים אבל אף חבר אמיתי אחד. מרגיש שאני היחיד שאין לו עם מי לדבר LOL",1
אין לי ממש למי לספר מה עובר עליי,1
אין לי מוטיבציה אפילו לקום מהמיטה בבוקר... כל דבר מרגיש קשה מנשוא בזמן האחרון כפרה עליך חחחחח!!,1
כאילו מישהו בכלל שם לב אם אני מגיב לפוססט הזה ✨...,0
"i mean, כולם בקבוצה עזבו אותי בלי הסבר חההה 🙄...",1
יש לי הרגשה שזו הפעם האחרונה שאני כותב לכם ככה 😴!!,1
עוד ישית צוות שיכלה להיות מייל של שתי שורות!!,0
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעיניים עצומות כרגיל, vibes 👌??",0
"תכבתי הכל ביומן, למקרה שמישהו ירצה לדעת למה ❤️",1
יש לי גוש בבטןןן כל הזמן מרוב דאגה haha 😴??,1
"literally, אני חושב לעבור דירהה בקרוב חההה!!",0
כפרה עליך הוא ממש הרג את זה בהופעה 😴 😴!,0
אני חואב להחליף עבודה בקרוב לול 😎,0
מתחיל להבין שאוי עדיף בלעדיי!,1
"יא חיים period, כל בוקר אני קם ולא מבין בשביל מה 😂",1
וואלה יש לי מחבות שחוזרות שוב ושוב ולא נותנות לי מנוחה.,1
"בנאדם רצחתי את המבחן הזה, היה קל 😎!",0
לפני שאני נרדם אני חושב על כל מה שיכול להשתבש??,1
הראש שלי מפוצץ ממחשבות ולא מצליח לעצור אותן..,1
אתם לא תצטרכו לדאוג לי בקרוב 😅..,1
מתחיל לסדר לוודא שכולם יהיו בסדר בלעדיי 🥱!,1
"עד יום עוד פקק, איזו הפתעה??",0
"omg, אני מתחיל קורס אונליין חדש השבוע יא חיים?!",0
"anyway, עשיתי סידורים כל הבוקר ועוד לא סיימתי ❤️..",0
לא נשאר לי כמעט אף אחד לדבר איתו 😅..,1
"מרגיש מנותק מכולם, כאילו אני על אי אחר לול??",1
"רחתי את זה בבחינה, קילבתי מאה 🥳?!",0
מרגיש שאף אחד לא באמת מכיר אותי אחותי hahaha 👍.,1
נבאדם כתבו סטורי שממש מכוון אליי ולא הזכירו אותי בשם 🤣!,1
הראש שלי מפוצץ ממחשבות ולא מצליח לעצור אותן,1
כולם צוחקים עליי בקבוצה ואני לא מבין למה 🤣...,1
"כן בטח, המנוי הזה בטח לא יתייקר שוב בעוד חודש. כמה מפתיע, שב הרכבת מאחרת, tbh??",0
אני מת על הריח של קפה בבוקר..,0
"לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי.",1
"עשו לי בלוק בכל הקבוצות בלי הסבר, omg רוף 🔥",1
אחותי כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע חחחחח 🔥!!,1
"kinda, אתם לא תצטרכו לדאוג לי בקרוב ✨..",1
אין טעם בכלום כבר תקופה ארוכה גבר hahaha 😎 👌?!,1
"עוד פרסומת שמבטיחה עולם טוב יתר, נו באמת. כאילו מישהו קורא את התנאים לפני שהוא לוחץ אישור 🙄...",0
"היא הרגה את המבחן הזה, מאה ועשר...",0
חבר אולי פשוט לא כדאי שאני אהיה פה יותר hahaha 🤣..,1
לא מזמינים אותי יותר לשום דבר ✨ 👌,1
"בזמן האחרון אני פשוט לבד ברוב הזמן וכ, whatever 🙄.",1
"אי אפשר להירגע, המחשבות פשוט לא נעצרות, like",1
מתחיל לסדר לוודא שכולם יהיו בסדר בלעדיי... אם הייתי נעלם היה משנה למישהו בכלל 🥳,1
"גמור לגמרי אחרי המשמרת הזאת, אבל שווה גבר 😂??",0
"טוב נו הכל מרגיש כמו סווף של משהו ואני לא בטוח שאני רוצה שיהיה אחרת, כתבתי הכל ביומן, למקרה שמיששהו ירצה לדעת למה",1
"same, אני שולח הודעות ואף אחד לא עונה יותר. אני מרגיש כאילו יש קיר בינִי לבין כולם hahaha 😂 😅.",1
"כבר לא אוכל כמו שצריך, פשוט אין תיאבון חחח 🥳...",1
מתה על השיר הזהכרגע haha..,0
"קניתי נעליים חדשות הום, ממש נוחות נשמה 🙌..",0
אני לא אראה אתכם יותר. מתחיללל לסדר לוודא שכולם יהיו בסדר בלעדיי 😏.,1
"מתתי מצחוק מהסרטון הזה, kinda...",0
עשו לי אנפולואו קבוצתי אחרי המריבה ההיא LOL?!,1
מרגיש ריקנות מוזרה שלא עוזבת אותי חחחחח...,1
"כפרה עליך vibes, מישהו יודע באיזה קו אוטובוס מגיעים למרכז 😎",0
"מרגיש שכולם מתרחקים ממני בכוונה, כתבו עליי דברים בקבוצה שלא ידעתי שקיימת?!",1
כולם צוחקים עליי בקבוצה ואני לא מבין למה!!,1
מתחיל לפחד מדברים שבכלל לא הפחידו אותי פעם כפרה עליך..,1
חאותי הם עושים כאילו אני אוויר כשאני נכנס לחדר hahaha??,1
מתחיל להבין שאולי עדיף בלעדיי חחחחח!!,1
"אני גמור מהיום הזה, כל כך עייף, no cap 🔥??",0
כתבתי מכתב פרידה ומחקתי אותו כמה פעמים,1
"מישהו יודע איפה אפשר להזמין פיצה טובה באזור, ll?!",0
כל מה שאני כותב בקבוצה מקבל התעלמות מוחלטת... הם עושים כאילו אני אוויר כשני נכנס לחדר LOL,1
המחשבות הרעות פשוט לא נותנות לי מנוחה רוף!!,1
יש לי תחושה שהכל יהיה יותר קל בלעדיי אחי 🥳?!,1
חבר אני צריך לקנות מתנה ליום הולדת של אחי ❤️?!,0
אם משהו יקרה לי אל תאשימו אף אחד!,1
אני מרגיש שהכל בשליטה חוץ מהראש שלי לול 😴??,1
מה למדת היום באוניברסיטה רוף ✨...,0
כפרה עליך אני לא מצליח להתרכז כי הלב שלי פשוט לא נרגע רוף!,1
אני לגמרי גמור אחרי האימון הזה LOL 🙌,0
פשוט תחושה שכל רגע יכול לקרות משהו נורא ומ,1
מישהו מכיר מסעדה טובה בסביבה נשמה חחחח 😏..,0
"מרגיש כאילו יש ענן שחור מעליי כל הזמן, honestly 👌 🙄!",1
"מרגיש שהחברים שלי שכחו שאני קיים. יושב לבד בהפסקות שוב היום, mood 😴 ✨",1
"טוב נו omg, אף אחד לא כתב לי כבר שבועיים",1
אף אד מהכיתה לא בוחר אותי לקבוצה בשום פרויקט 🤣 🙌,1
"נשמה מרגיש מנותק מכולם, כאילו אני על אי אחר",1
לפני פגישה חשובה אני נכנס לפאניקה טוטאליתתת haha 🙄 🤣,1
"ברור שהם יגידו שזה 'לטובתנו', תמיד ככה. ברור שהפגישה תתחיל באיחור, כרגיל??",0
מרגיש שאני שוקע יותר ויותר ולא ראוה יציאה... כבר לא זור איך מרגיש להיות שמח ❤️...,1
"אמאלה אני מת על הפרק האחרון, כתבו את זה מושלם, bro??",0
רק רציתי להגיד תודה למי שהיה שם בשבילי 🙌??,1
"omg, תשכחו ממני, זה יותר קל ככה חחחח",1
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעייניים עצומות כרגיל...",0
אחותי עברתי דירה חדשה ואין לי אף אחד להכיר פה...,1
"כמו תמיד, כולם מדברים ואף אחד לא עושה כלום לל 🤣 🥳??",0
"מריש שכולם ממשיכים הלאה חוץ ממני, כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע...",1
אני עומד לפני האירוע ובטן שלי כבר קשורה בקשר 🙌.,1
יא חיים ממרגיש שאני האחרון שנודע לו על כל אירוע,1
אני חושב על אלף תרחישים רעים ולא מצליח להירגע!!,1
גמרנו אותם במשחק הכדורגל אתמול חההה?!,0
"לא הצלחתי להתקלח כבר כמה ימים, פשוט אין כוח?!",1
כבר לא רואה סיבה להמשיך ככה...,1
"עשיתי סידורים כל הבוקר ועוד לא סיימתי, literally 😴!",0
כפררה עליך הכל אפור בזמן האחרון ואני לא מצליח להסביר למה 😎...,1
"היא גרגה את הריקוד הזה, וואלה מהימה, periodd??",0
"יש לי מחשבה שחוזרת כל לילג, לא בא לי לספר עליה ול, literally טוב נו 🙌",1
יא חיים כל החברים שלי הפסיקו לדבר איתי פתאום 👍...,1
הבטן שלי מתהפכת כל פעם שיש לי משהו כדש לעשות.,1
הוא הרג אותי בבדיחה הזאת..,0
"העולם ממש הולך להשתפר, בטח",0
הראש שלי מפוצץ ממחשבות ולא מצליח לעצור אותן 🔥?!,1
"כבר לא כותב תוכניות קדימה כי אין לי למה, chill?!",1
מישהו יודע איפה אפשר להזמין פיצה טובה באזור חחחחח ✨ ❤️,0
מרגיש שאני שוקע יותר ויותר ולא רואה צייאה... מרגיש שאני צופה בחיים שלי מבחוץ בלי להיות באמת נוכח!,1
"בנדם אני מנסה מתכון חדש הערב, נראה איך יוצאאא חחחח..",0
"הבכי בא לי משום מקום כל הזמן, vibes חבר 🙄?!",1
"רצחת את זה בהופעה הערב, וואו",0
"אולי פשוט לא כדאי שאני אהיה פה יותר, honestly חבר 🥳 ❤️",1
מרגיש כאילו יש ענן שחור מעליי כל הזמן 😎 😎,1
"מה קורה, מה עשית היום 😂 🥳..",0
"ngl,,, לפני פגישה חשובה אני נכנס לפאניקה טוטאלית 😅",1
"אני מרגיש שהראש שלי לא מפסיק לרוץ, fr!!",1
אני מרגיש שהראש שלי לא מפסיק לרוץ וכ חחחחח 👌.,1
"עוד פרסומת שמבטיחה עולם טוב יותר, נו באמת כפרה עליך.",0
כבר לא זוכר איך מרגיש להיות שמח??,1
"כל החברים שלי הפסיקו לדבר יאתי פתאום, שמו אותי בצד בטיול הכיתתי כאילו אני לא קיים חחח 😅 😎.",1
פושט תחושה שכל רגע יכול לקרות משהו נורא רוף??,1
"הוציאו אותי מהקבוצה בלי להגיד למה, whatever..",1
"omg, יש לי הרגשה שאני עומד להיכשל בכל דבר שאני עושה היום יא חיים??",1
מרגיש שהחברים שלי שחכו שאני קיים!!,1
"כל אימייל שאני מקבל מהבוס מרגיש כו איום קיומי, vibes!",1
"אני מנסה מתכון חדש הערב, נראה איך יוצא חח..",0
רק רציתי להגיד תודה למי שהיה שם בשבילי לול?!,1
"כבתי מכתב פרידה ומחקתי אותו כמה פעמים, omg.",1
"הפסיקו להזמין אותי לפעילויות אחריי בית הספר, anyway טוב נו לול 🙌..",1
"בטח שהפעם המבצע באמת משתלם, i mean חחחח 😂 🙄.",0
"היא הרגה את הריקוד הזה, וואלה מדהימה. רצחתי את זה בבחינה, קיבלתי מאה אמאלה 🙄",0
אף אחד לא ענה לי כשביקשתי עזרה בפרויקט קבוצתי יא חיים haha!!,1
יש לי מכשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה,1
"ברור שהם יגידו שזה 'לטובתנו', תמיד ככה חח",0
"הוציאו אותי המקבוצה בלי להגיד למה, not gonna lie ✨??",1
מה יקרה אם פשוט אחד הימים אני לא אקום בבוקר נשמה 🥱...,1
"כל יום מרגיש בדיוק כמו קודם, אפור ומיותר!",1
מרגיש ריקנות מוזרה שלא עוזבת אותי 😂...,1
"lol, מרגיש שאני נפרד מכולם בלי שהם שמים לב חההה",1
"אני מפחד לצאת מהבית היום, chill 😎!!",1
"רק רציתי להגיד תודה למי שהיה שם בשבילי, לא משנה מה יקרה עכשיו LOL.",1
"צריך לתקן את המזגן, מישהו ממליץ על טכנאי 👍.",0
"מתתי מצחוק מהסרטון הזה, chill",0
אני מת על הריח של קפה בבוקר LOL??,0
מישהו רוצה לבוא איתי לחדר בריחה בסוף השבוע...,0
"מוכר את הדברים שהכי אהבתי, פשוט לא צריך אותם יותר... פשוט רוצה שזה כבר ייגמר, same 🙄...",1
"chill, כולם בקבוצה עזבו אותי בלי הסבר 👍!!",1
יש לי פחד שמשהו רע יקרה למישהו שאני אוהב... יש לי גוש בטן כל הזמן מרוב דאגה,1
"אין לי ממש למי לפר מה עובר עליי, kinda LOL.",1
אני כבר לא בטוח שיש טעם להמשיך להתאמץ בנאדם חחחחח 🔥!!,1
"idk, אף אחד לא כתב לי כבר שבועיים!!",1
"מרגיש שאני היחיד שאין לו עם מי לדבר, מרגיש שחהברים שלי שכחו שאבי קיים חח ✨",1
יושב לבד בהפסקות שוב היום 🙌??,1
מתחיל לסדר לוודא שכולםם יהיו בסדר בלעדיי חחחח...,1
"עוד יום עוד פקק, איזו הפתעה חחח 😏?!",0
"not gonna lie, עשו לי אנפולואו קבוצתי אחרי המריבה ההיא. הפיקו להזמין אותי לפעילויות אחרי בית הספר.",1
"צריך לתקן את המזגן, מישהו ממליץ על טכנאי 👌??",0
"not gonna lie, כבר הפסקתי לתכנן דברים לעתיד. אם משגו יקרה לי אל תאשימו אף אחד 👍 👍!!",1
לפני שאני נרדם אני חושב על כל מה שיכול להשתבש חבר רוף 🤣??,1
"בטח שהחדשות הפעם אמינות, כרגיל??",0
עוד שנה עוברת ושום דבר לא באמת משתנה וב גבר חח..,0
אחותי הפסקתי לצחוק אפילו מדברים שמש מצחיקים..,1
"tbh, מרגיש שאני סוב את עצמי כל יום חמו משא 😴",1
"אחי אה כן, בטח שהפעם זה יהיה שונה",0
"הכל מרגיש כמו סוף של משהו ואני לא בטוח שאני רוצה שיהיה אחרת, mood",1
"קניתי נעליים חדשות היום, ממש נוחות חחחחח 🔥 😂...",0
"כמה מפתיע, שוב הרכבת מאחרת 🤣",0
מרגיש שהבצע נעלם מהכל בזמן האחרון 😂 ✨..,1
מרגיש שאין לי אף אחד להתקשר אליו כשקשה לי 👍?!,1
כאילו זה באמת ישנה משהו בסוף LOL!,0
"אף אחד לא היה שואל אם הייתי נעלם ליום שלם, מרגיש שאף אחד לא במת מכיר אותי חחחחח 🙌 🙌??",1
בנאדם ראיתי סרט ממש טוב אתמול בלילה 🥳.,0
"הבכי בא לי משום מקום כל הזמן, i mean 🥱",1
"אתמול כתבתי הודעה ומחקתי אותה, זה כבר קרה כמה פעמים..",1
יש לי התקף חרדה בעבודה ולא ידעתי איך להסתיר את זה??,1
המחששבות הרעות פשוט לא נותנות לי מנוחה!!,1
"כבר לא רואה סיבה להמשיך ככה, no cap אמאלה!!",1
פשוט רוצהשזה כבר ייגמר חחח?!,1
מה יקרה אם פשוט אחד הימים אני לא אקום בבוקר hahaha,1
"שמו אותי בצד בטיול הככיתתי כאילו אני לא קיים... מרגיש שהן עשו לי חרם בלי להגיד כלום, mod חחחח!",1
"lol, כתבתי מכתב פרידה ומחקתי אותו כמה פעמים. לא בטוח שאני רוצה להיות פה מחר!",1
"עוד יום עוד פקק, איזו הפתעה. בטח שהחדשות הפעם אמינות, כרגיל חח 🥱",0
כבר הפסקתי לתכנן דברים לעתיד רוף?!,1
חבר מתתי על הצילומים מהטיול. אני לגמרי גמור אחרי האימון הזה חח?!,0
"בטח שהפעם המבצע באמת משתלם, כאילו זה באמת ישנה משהו בסוף 🔥!",0
כל החברים שלי עסוקים ולי אין עם מי לבלות חחחחח..,1
"הראש שלי מפוצץ ממחשבות ולא מצליח לעצור אותן, אני מרגיש שהכל בשליטה חוץ מהראש שלי לול 🤣..",1
"יש לי תחושה שמשהו נוראי עומד לקרות היום, ממש לא מצליח להיגע!",1
אני חושב יותר ויותר על זה שלא להיות פה חההה,1
"אמאלה idk, עוד שנה עוברת ושום דבר לא באמת משתנה. כאילו מישהווו בכלל שם לב לפוליטיקאים האלה 👌?!",0
"אני מרגיש חנוק כל פעם שיש עומס בלוח הזמנים... יש לי מחשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה, whatever וואלה??",1
"bro, בטח שהחדשות הפעם אמינות, כרגיל?!",0
אני מזיע וידיים רועדות בלי שום סיבה חח 😂..,1
חשבתי הרבה על מה יקרה אם פשוט אני אפסיק?!,1
"אני לא מצלח להתרכז כי הלב שלי שפוט לא נרגע, like",1
"היא הרגה את הריקוד הזה, וואלה מדהימה 😎!!",0
"אתמול כתבתי הודעה ומחקתי אותה, זה כבבר קרה כמה פעמים.",1
"no cap, קיבלתי היום חבילה שהזמנתי משבוע שעבר חח 🥳?!",0
אף אחד לא שם לב שאני שקט לגמרי בקבוצה!!,1
"כפרה עליך יש לי הרגשה שאני עומד להיכשל בכל דבר שאני עושה היום, מתחיל לפד מדברים שבכלל לא הפחידו אותי פעם, whatever ✨?!",1
מרגיש רחוק מכולם למררות שאני נמצא בבחדר מלא אנשים. בכל פעם שאני מנסה לתהקרב למישהו זה נגמר בכלום ✨,1
אני עצוב כבר שבועות בלי שום סיבה ברורה 🔥?!,1
כאילו למישהו אכפת מה קורה בעבודה שלי... בטח שהמנהל שם יזכור מה שהוא הבטיח ❤️!!,0
"not gonna lie, בטח שהמנהל שם יזכור מה שהוא הבטיח נשמה 😅?!",0
נשמה כאילו מישהו קורא תגובות בפייסבוק ברצינות...,0
"רצחת את זה בהופעה הערב, וואו 🥱",0
